date,year,location,work,concert_composers,instrument,performers
2021-09-24,2021,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-09-25,2021,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-09-26,2021,"Musikverein, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-09-28,2021,"Vienna Konzerthaus, Vienna, Austria","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-09-30,2021,"Reduta, Bratislava, Slovak Republic","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-10-02,2021,"Elbphilharmonie, Hamburg, Germany","Konzert für Violoncello in h-Moll, op. 104",Antonín Dvořák;César Franck;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-10-03,2021,"Teatro Malibran, Venice, Italy","Konzert für Violoncello in h-Moll, op. 104",César Franck;Antonín Dvořák;,cello,Alain Altinoglu;Vienna Philharmonic;Gautier Capuçon;
2021-12-11,2021,"Musikverein, Vienna, Austria",Konzert für Viola,Alfred Schnittke;Alexander Skrjabin;,viola,Kirill Petrenko;Antoine Tamestit;Vienna Philharmonic;
2021-12-12,2021,"Musikverein, Vienna, Austria",Konzert für Viola,Alfred Schnittke;Alexander Skrjabin;,viola,Kirill Petrenko;Antoine Tamestit;Vienna Philharmonic;
2021-12-13,2021,"Musikverein, Vienna, Austria",Konzert für Viola,Alfred Schnittke;Alexander Skrjabin;,viola,Kirill Petrenko;Antoine Tamestit;Vienna Philharmonic;
2022-01-29,2022,"Large Festival Hall, Salzburg, Austria","Konzert für Violine [Nr. 1] in B-Dur, KV 207",Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Daniel Barenboim;Vienna Philharmonic;Rainer Honeck;Sophie Dervaux;
2022-03-12,2022,"Musikverein, Vienna, Austria",Konzert für Violine Nr. 2,John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;,violin,John Williams;Vienna Philharmonic;Anne-Sophie Mutter;
2022-03-13,2022,"Musikverein, Vienna, Austria",Konzert für Violine Nr. 2,John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;John Williams;,violin,John Williams;Vienna Philharmonic;Anne-Sophie Mutter;
2022-06-16,2022,"Schönbrunn Palace, Vienna, Austria","Konzert für Violoncello Nr. 1 in a-Moll, op. 33",Ludwig van Beethoven;Mykola Lysenko;Arturs Maskats;Charles-Camille Saint-Saëns;Gioachino Rossini;Georges Enescu;Bedřich Smetana;Antonín Dvořák;,cello,Andris Nelsons;Vienna Philharmonic;Gautier Capuçon;
2022-08-07,2022,"Mozarteum, Salzburg, Austria","2nd Movement Adagio from the Chamber Concerto for Violin, Clarinet, Piano",Maurice Ravel;Alban Berg;Richard Strauss;Egon Wellesz;,violin,Christopher Hinterhuber;Vienna Philharmonic;
2023-03-24,2023,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Carl Nielsen;,violin,Herbert Blomstedt;Vienna Philharmonic;Leonidas Kavakos;
2023-03-25,2023,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Carl Nielsen;,violin,Herbert Blomstedt;Vienna Philharmonic;Leonidas Kavakos;
2023-03-26,2023,"Musikverein, Vienna, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Carl Nielsen;,violin,Herbert Blomstedt;Vienna Philharmonic;Leonidas Kavakos;
2023-03-27,2023,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin in D Major, op. 77",Johannes Brahms;Carl Nielsen;,violin,Herbert Blomstedt;Vienna Philharmonic;Leonidas Kavakos;
2023-05-20,2023,"Vienna State Opera, Vienna, Austria","Concerto for Violin and Oboe, d-Minor, BWV 1060",Georg Philipp Telemann;Johann Sebastian Bach;Antonio Vivaldi;Johann Sebastian Bach;Johann Sebastian Bach;,violin,Karin Bonelli;Wolfgang Breinschmid;Sebastian Breit;Maxim Brilinsky;Katharina Engelbrecht;Clemens Flieder;Wolf-Dieter Rath;Stefan Gartmayer;Filip Waldmann;Kotono Brilinsky;
2023-05-28,2023,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",György Ligeti;Jean Sibelius;Robert Schumann;,violin,Philippe Jordan;Vienna Philharmonic;Lisa Batiashvili;
2023-05-29,2023,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin and Orchestra in D minor, op. 47",György Ligeti;Jean Sibelius;Robert Schumann;,violin,Philippe Jordan;Vienna Philharmonic;Lisa Batiashvili;
2023-08-05,2023,"Large Festival Hall, Salzburg, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Gustav Mahler;Alban Berg;,violin,Andris Nelsons;Vienna Philharmonic;Augustin Hadelich;Christiane Karg;
2023-08-06,2023,"Large Festival Hall, Salzburg, Austria","Concerto for Violin and Orchestra, „Dem Andenken eines Engels“ (“To the Memory of an Angel”)",Alban Berg;Gustav Mahler;,violin,Andris Nelsons;Vienna Philharmonic;Augustin Hadelich;Christiane Karg;
2023-09-29,2023,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-09-30,2023,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-01,2023,"Musikverein, Vienna, Austria","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-03,2023,"Centre for Fine Arts, Brussels, Belgium","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-04,2023,"Philharmonie, Luxembourg, Luxembourg","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-06,2023,"Cologne Philharmonie, Cologne, Germany","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-07,2023,"Old Opera, Frankfurt, Germany","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2023-10-08,2023,"Munich Residence, Munich, Germany","Concerto for Violin in B minor, op. 61",Edward Elgar;Antonín Dvořák;,violin,Daniel Harding;Vienna Philharmonic;Frank Peter Zimmermann;
2024-02-03,2024,"Large Festival Hall, Salzburg, Austria","Konzert für Violoncello in C-Dur, Hob. VIIb:1","Wolfgang Amadeus Mozart;Joseph Haydn;Wolfgang Amadeus Mozart, Antonio Salieri;",cello,Andrés Orozco-Estrada;Vienna Philharmonic;Sol Gabetta;
2024-05-31,2024,"Musikverein, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Jean Sibelius;,cello,Andris Nelsons;Vienna Philharmonic;Gautier Capuçon;
2024-06-01,2024,"Musikverein, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Jean Sibelius;,cello,Andris Nelsons;Vienna Philharmonic;Gautier Capuçon;
2024-06-02,2024,"Musikverein, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Jean Sibelius;,cello,Andris Nelsons;Vienna Philharmonic;Gautier Capuçon;
2024-06-03,2024,"Vienna Konzerthaus, Vienna, Austria","Konzert für Violoncello Nr.1 in Es-Dur, op. 107",Dmitri Schostakowitsch;Jean Sibelius;,cello,Andris Nelsons;Vienna Philharmonic;Gautier Capuçon;
2024-09-07,2024,"Lucerne Culture and Congress Centre, Lucerne, Switzerland","Konzert für Violoncello und Orchester in a-Moll, op. 129",Robert Schumann;Anton Bruckner;,cello,Christian Thielemann;Vienna Philharmonic;Julia Hagen;
2025-01-11,2025,"Musikverein, Vienna, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-01-12,2025,"Musikverein, Vienna, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-01-13,2025,"Musikverein, Vienna, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-01-14,2025,"Musikverein, Vienna, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-01-16,2025,"Vienna Konzerthaus, Vienna, Austria","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-01-17,2025,"Théatre des Champs-Elysées, Paris, France","Concerto for Violin No. 3 in G major, K. 216",Wolfgang Amadeus Mozart;Anton Bruckner;,violin,Zubin Mehta;Vienna Philharmonic;Pinchas Zukerman;
2025-02-01,2025,"Large Festival Hall, Salzburg, Austria","Konzert für Violine [Nr. 4] in D-Dur, KV 218",Dmitri Bortnjanski;Georg Friedrich Händel;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;Wolfgang Amadeus Mozart;,violin,Oksana Lyniv;Vienna Philharmonic;Juan Diego Flórez;Rainer Honeck;
2025-04-05,2025,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Johannes Brahms;,violin,Christian Thielemann;Vienna Philharmonic;Augustin Hadelich;Gautier Capuçon;
2025-04-06,2025,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Johannes Brahms;,violin,Christian Thielemann;Vienna Philharmonic;Augustin Hadelich;Gautier Capuçon;
2025-04-08,2025,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Johannes Brahms;,violin,Christian Thielemann;Vienna Philharmonic;Augustin Hadelich;Gautier Capuçon;
2025-04-09,2025,"Musikverein, Vienna, Austria","Concerto for Violin and Violoncello in A Minor, op. 102",Johannes Brahms;Johannes Brahms;,violin,Christian Thielemann;Vienna Philharmonic;Augustin Hadelich;Gautier Capuçon;
2026-01-24,2026,"Large Festival Hall, Salzburg, Austria","Concerto for Violin in E minor, op. 64",Felix Mendelssohn-Bartholdy;Wolfgang Amadeus Mozart;Felix Mendelssohn-Bartholdy;Wolfgang Amadeus Mozart;Ludwig van Beethoven;,violin,Karina Canellakis;Vienna Philharmonic;Maria Dueñas;
2026-01-25,2026,"Festspielhaus Erl, Erl, Austria","Concerto for Violin in E minor, op. 64",Felix Mendelssohn-Bartholdy;Felix Mendelssohn-Bartholdy;Ludwig van Beethoven;,violin,Karina Canellakis;Albena Danailova;Vienna Philharmonic;
